State,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,Median AQI
Missouri,2019.0,308.375,254.70833333333334,41.916666666666664,6.666666666666667,5.083333333333333,0.0,0.0,94.91666666666667,38.833333333333336
Montana,2019.0,308.42105263157896,272.42105263157896,35.421052631578945,0.47368421052631576,0.10526315789473684,0.0,0.0,94.63157894736842,26.31578947368421
Nebraska,2019.0,245.88888888888889,228.11111111111111,17.77777777777778,0.0,0.0,0.0,0.0,68.88888888888889,24.555555555555557
Nevada,2019.0,361.3333333333333,303.1111111111111,57.44444444444444,0.7777777777777778,0.0,0.0,0.0,93.0,34.0
New Hampshire,2019.0,352.14285714285717,339.7142857142857,12.285714285714286,0.14285714285714285,0.0,0.0,0.0,77.28571428571429,34.142857142857146
New Jersey,2019.0,344.625,274.5,68.5625,1.5625,0.0,0.0,0.0,114.5,39.4375
New Mexico,2019.0,283.0625,210.5,69.1875,2.75,0.3125,0.125,0.1875,149.6875,31.1875
New York,2019.0,348.1290322580645,318.93548387096774,28.161290322580644,1.032258064516129,0.0,0.0,0.0,81.7741935483871,31.741935483870968
North Carolina,2019.0,310.0,262.1842105263158,47.36842105263158,0.4473684210526316,0.0,0.0,0.0,84.42105263157895,36.44736842105263
North Dakota,2019.0,364.7,340.3,23.9,0.4,0.1,0.0,0.0,93.1,32.9
Ohio,2019.0,324.0238095238095,267.3333333333333,55.523809523809526,1.1666666666666667,0.0,0.0,0.0,92.73809523809524,35.5
Oklahoma,2019.0,309.95652173913044,258.7391304347826,50.73913043478261,0.43478260869565216,0.043478260869565216,0.0,0.0,93.56521739130434,33.95652173913044
Oregon,2019.0,345.5,290.0416666666667,53.5,1.6666666666666667,0.2916666666666667,0.0,0.0,106.25,26.708333333333332
Pennsylvania,2019.0,352.5853658536585,293.780487804878,57.048780487804876,1.5853658536585367,0.17073170731707318,0.0,0.0,102.58536585365853,37.73170731707317
Puerto Rico,2019.0,265.9,229.3,34.1,2.4,0.1,0.0,0.0,98.0,19.4
Rhode Island,2019.0,356.0,316.0,39.333333333333336,0.6666666666666666,0.0,0.0,0.0,103.0,37.0
South Carolina,2019.0,290.44444444444446,230.77777777777777,58.77777777777778,0.8888888888888888,0.0,0.0,0.0,95.16666666666667,37.888888888888886
South Dakota,2019.0,338.6,305.9,31.7,1.0,0.0,0.0,0.0,89.5,31.2
Tennessee,2019.0,343.82608695652175,290.5652173913044,52.0,1.2608695652173914,0.0,0.0,0.0,85.08695652173913,36.0
Texas,2019.0,352.5625,285.0,62.270833333333336,4.958333333333333,0.3125,0.020833333333333332,0.0,113.6875,33.395833333333336
Utah,2019.0,339.46666666666664,255.2,79.46666666666667,4.2,0.5333333333333333,0.06666666666666667,0.0,114.33333333333333,42.2
Vermont,2019.0,299.75,276.5,23.25,0.0,0.0,0.0,0.0,75.5,29.0
